,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,cost_2021_PCI_Family_house,0
8644,7582,24835_29.1995787_-94.9455588_0_66.27.jpg,cgj6YnQEY6WQPr7EnDGIFQ,4.486175162,0.63832768,29.1995787,-94.9455588,29.1996866,-94.94531307,"[2021, 3]",15,Y,213.9400024,2302.83102,4.486175162,16.71842245,15,N,0,-1.718422448,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,62228.53072,62228.53072
8017,868,11897_29.3010359_-94.7807942_0_342.96.jpg,9XE2I1OovPuqqiUANcHNXQ,3.448478336,0.744429779,29.30103592,-94.78079418,29.30118177,-94.78080965,"[2019, 10]",11,N,213.7689972,2300.990336,3.448478336,13.3139053,11,N,0,-2.313905302,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,62178.7906,62178.7906
8431,427,10946_29.306166_-94.7873174_0_358.05.jpg,V_2mNU5HwNeFEoQL6T64ug,3.958701937,0.541726926,29.30616603,-94.78731741,29.30631685,-94.78732099,"[2018, 8]",12,N,210.7510071,2268.504961,3.958701937,14.98786725,12,N,0,-2.987867247,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,61300.95061,61300.95061
8432,10429,5038_29.306166_-94.7873174_0_358.05.jpg,V_2mNU5HwNeFEoQL6T64ug,3.958701937,0.541726926,29.306166,-94.7873174,29.30631682,-94.78732098,"[2018, 8]",12,N,210.7510071,2268.504961,3.958701937,14.98786725,12,N,0,-2.987867247,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,61300.95061,61300.95061
8707,6741,23286_29.2319611_-94.8910463_0_44.85.jpg,xW79rKhZcMQ5zeP5vilR0A,4.822544247,0.683572883,29.2319611,-94.8910463,29.23204682,-94.89093132,"[2020, 2]",16,Y,210.2100067,2262.681681,4.822544247,17.82199556,16,N,0,-1.821995561,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,61143.59032,61143.59032
8114,4587,18637_29.2807347_-94.8278519_0_59.12.jpg,vckC5giUP7V9Qp8XddBGfw,3.54227413,0.30887813,29.2807347,-94.8278519,29.28082284,-94.82765363,"[2021, 4]",11,N,209.4570007,2254.576392,3.54227413,13.62163428,11,N,0,-2.621634285,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60924.56416,60924.56416
7766,13441,9942_29.2887969_-94.8165289_0_163.10.jpg,sssqY-knpbzQHBMy-oaJOQ,3.219944049,0.742443635,29.2887969,-94.8165289,29.2886336,-94.81645994,"[2020, 3]",11,Y,209.2220001,2252.046866,3.219944049,12.5641209,11,N,0,-1.564120896,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60856.20975,60856.20975
8679,1753,13308_29.2941142_-94.8618513_0_184.47.jpg,gyPa8Gwr8YwqJRckt0VNmA,4.664781018,0.539279765,29.2941142,-94.8618513,29.29389741,-94.86188932,"[2019, 8]",14,N,209.1840057,2251.637898,4.664781018,17.30439967,14,N,0,-3.304399665,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60845.15836,60845.15836
8212,10245,4779_29.3083109_-94.7791396_0_133.69.jpg,lYc3YASa31spJVn58Ik9YA,3.647802266,0.646892782,29.3083109,-94.7791396,29.30816784,-94.77903174,"[2016, 9]",12,Y,209.0299988,2249.980181,3.647802266,13.9678552,12,N,0,-1.967855203,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60800.36251,60800.36251
4769,10182,4663_29.3110022_-94.7807945_0_88.10.jpg,SFHkREq1vwDuVt9gtzE9cA,1.925178724,0.520368056,29.3110022,-94.7807945,29.3110094,-94.78063871,"[2019, 10]",12,Y,2368.939941,25499.05731,1.925178724,8.316203163,12,Y,5.183796837,3.683796837,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,494371.8377,685280.7176,849071.439,783147.7559,785836.646,846635.2964,60798.65035
8460,8569,27358_29.1435779_-95.0417855_0_266.26.jpg,J2FrT1g7fleWaAH8Z0fCBw,4.026365731,0.481072453,29.1435779,-95.0417855,29.14358013,-95.04200278,"[2016, 10]",12,N,208.102005,2239.991339,4.026365731,15.20986132,12,N,0,-3.209861322,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60530.43782,60530.43782
8182,8813,27904_29.1397473_-95.0483457_0_339.71.jpg,wz2mexNoxxKrAw5vgsz-KQ,3.606258431,0.410254283,29.1397473,-95.0483457,29.13987172,-95.04836904,"[2016, 10]",12,Y,207.4519958,2232.994699,3.606258431,13.83155653,12,N,0,-1.831556532,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60341.37024,60341.37024
8145,4502,1847_29.2782133_-94.8296541_0_335.56.jpg,cdDG7R6RuYOzAW6TeKR5xg,3.571615778,0.224649333,29.2782133,-94.8296541,29.27833359,-94.82969189,"[2020, 3]",11,N,206.9669952,2227.774196,3.571615778,13.71789953,11,N,0,-2.717899534,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60200.29856,60200.29856
8784,6732,23259_29.2334623_-94.8902795_0_297.87.jpg,sdeWcIwVZ6of-GetnB1giw,5.187475626,0.605998403,29.2334623,-94.8902795,29.2335186,-94.89045451,"[2020, 2]",16,N,206.8659973,2226.687063,5.187475626,19.01927699,16,N,0,-3.019276988,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60170.9214,60170.9214
8637,8699,27629_29.141603_-95.0398358_0_308.63.jpg,NKlfdvaAP598jmqHJcudwQ,4.460975879,0.786544141,29.141603,-95.0398358,29.14179144,-95.04021893,"[2021, 4]",15,Y,206.473999,2222.467629,4.460975879,16.63574763,15,N,0,-1.635747635,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60056.90122,60056.90122
7848,1180,12406_29.2984507_-94.7827276_0_226.48.jpg,lD3AR0EgifQDt_whtAl2xA,3.275037545,0.802992338,29.2984507,-94.7827276,29.29835946,-94.78280372,"[2019, 10]",11,Y,206.2899933,2220.487008,3.275037545,12.74487384,11,N,0,-1.744873835,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,60003.37965,60003.37965
8192,4868,19120_29.279062_-94.8384467_0_35.21.jpg,9PKlyhQghy-IfzzVZnLAkQ,3.622420872,0.33155102,29.279062,-94.8384467,29.27927359,-94.83834108,"[2020, 3]",11,N,205.9750061,2217.096514,3.622420872,13.88458291,11,N,0,-2.884582913,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,59911.75961,59911.75961
8254,8479,27096_29.1456913_-95.0451419_0_129.20.jpg,hNRRhx7S66ZjkMSvn3IBaQ,3.698994341,0.413516111,29.1456913,-95.0451419,29.14556847,-95.04502076,"[2016, 10]",12,N,204.1040039,2196.957214,3.698994341,14.13580821,12,N,0,-2.135808205,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,59367.54293,59367.54293
8111,10546,5212_29.30571_-94.7745837_0_178.39.jpg,T0oi75JD1jTVwwyIt7DN6Q,3.537690385,0.706896387,29.30571,-94.7745837,29.30556501,-94.77454793,"[2017, 5]",11,N,201.4100037,2167.959237,3.537690385,13.60659575,11,N,0,-2.606595751,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,58583.94158,58583.94158
8033,4948,19277_29.2785603_-94.8381961_0_94.15.jpg,xek__gx4JRhngv-PRLmRZw,3.461483082,0.303872459,29.2785603,-94.8381961,29.27850494,-94.83793505,"[2020, 3]",11,N,200.352005,2156.571034,3.461483082,13.35657179,11,N,0,-2.356571791,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,58276.20248,58276.20248
7741,400,10896_29.3069447_-94.7771655_0_340.18.jpg,IJ2jHq8qx9Wr2bBwN-za4g,3.203697402,0.65335903,29.3069447,-94.7771655,29.30706091,-94.77719014,"[2019, 9]",11,Y,199.7380066,2149.96201,3.203697402,12.51081825,11,N,0,-1.510818248,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,58097.60933,58097.60933
8282,4662,18748_29.2801615_-94.8390366_0_64.88.jpg,kMZ0oArfGtjWv178UgKeuQ,3.753621369,0.393426712,29.2801615,-94.8390366,29.280194,-94.83888948,"[2020, 3]",11,N,199.7019958,2149.574393,3.753621369,14.31503074,11,N,0,-3.315030738,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,58087.1349,58087.1349
8066,12339,8155_29.290464_-94.7993752_0_167.17.jpg,-4sTkTfE_XFyTbYHPtMzgA,3.49439974,0.836258912,29.290464,-94.7993752,29.2903173,-94.79934391,"[2019, 10]",10,N,199.322998,2145.494894,3.49439974,13.46456608,10,N,0,-3.464566076,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57976.89616,57976.89616
3327,2315,14324_29.2971047_-94.7909453_0_222.93.jpg,0V37UjBVJC__oeSd4cOSXA,1.652651686,0.746728621,29.2971047,-94.7909453,29.29698949,-94.79106261,"[2018, 8]",11,Y,2242.679932,24140.00588,1.652651686,7.422085584,11,Y,5.077914416,3.577914416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,466105.7541,646099.2743,800525.1374,738370.6907,740905.8415,798464.0391,57558.19752
7471,3137,15791_29.2884198_-94.8034937_0_194.01.jpg,#NAME?,2.939956036,0.828899405,29.2884198,-94.8034937,29.28822538,-94.80357107,"[2017, 5]",10,Y,197.651001,2127.497669,2.939956036,11.64552505,10,N,0,-1.645525052,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57490.56394,57490.56394
8413,6481,22585_29.2581614_-94.865346_0_38.09.jpg,mq20MWZhjP9vXHI5BFZEXg,3.925822633,0.356279961,29.2581614,-94.865346,29.25833201,-94.86509913,"[2021, 3]",13,Y,197.0579987,2121.114645,3.925822633,14.87999552,13,N,0,-1.879995515,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57318.07791,57318.07791
8466,6485,22595_29.2580733_-94.8653116_0_45.85.jpg,kaBISrMSewgqvEpuVegvvg,4.035421388,0.366300825,29.2580733,-94.8653116,29.25834363,-94.86508943,"[2021, 3]",13,N,197.0579987,2121.114645,4.035421388,15.23957148,13,N,0,-2.239571483,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57318.07791,57318.07791
7859,964,12032_29.3001459_-94.7857633_0_72.80.jpg,8BtpFWsYvca8YWxaIsTQDQ,3.286733347,0.738876266,29.30014593,-94.78576329,29.30017854,-94.78559969,"[2019, 10]",11,Y,196.7200012,2117.47647,3.286733347,12.78324589,11,N,0,-1.783245889,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57219.76489,57219.76489
7868,10236,4754_29.3085394_-94.7782361_0_148.81.jpg,gpbtZ2gAfzXaGsLLg3xP5Q,3.292241671,0.642863377,29.3085394,-94.7782361,29.30841529,-94.77814875,"[2016, 9]",11,Y,196.5310059,2115.442142,3.292241671,12.80131782,11,N,0,-1.801317818,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57164.792,57164.792
7880,3553,1648_29.2802912_-94.8272487_0_149.16.jpg,PwNBjJo0G1Ewwo7crt3B_g,3.301969463,0.328493648,29.2802912,-94.8272487,29.28019804,-94.82716241,"[2021, 4]",11,Y,195.9810028,2109.521958,3.301969463,12.83323315,11,N,0,-1.833233146,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,57004.81311,57004.81311
8047,11776,6882_29.2961423_-94.7849873_0_326.21.jpg,_6t_i5XofPwU1RnYplwzpg,3.473970198,0.837725538,29.2961423,-94.7849873,29.29626785,-94.78508092,"[2019, 10]",11,N,195.9299927,2108.972889,3.473970198,13.39754002,11,N,0,-2.39754002,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56989.97585,56989.97585
7545,3264,16008_29.2875999_-94.8090288_0_283.03.jpg,GoNfsEG9e5gtz2uH6F3ETA,3.026814058,0.780057401,29.2875999,-94.8090288,29.28769002,-94.8092396,"[2019, 10]",10,Y,195.4210052,2103.494194,3.026814058,11.93049232,10,N,0,-1.930492316,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56841.92713,56841.92713
7633,9422,2967_29.2552416_-94.8669448_0_35.15.jpg,L2_pJoS3dkOT9GqYZ03gVg,3.118545585,0.478541393,29.2552416,-94.8669448,29.25542055,-94.86683161,"[2021, 3]",10,N,195.3840027,2103.095902,3.118545585,12.23144877,10,N,0,-2.23144877,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56831.16424,56831.16424
7874,3399,16219_29.2870226_-94.7988144_0_56.10.jpg,BGd5Kv67YMswmo80wI-s5g,3.299720426,0.931420109,29.28702265,-94.79881439,29.28708674,-94.79867564,"[2019, 10]",10,N,195.0950012,2099.985116,3.299720426,12.82585442,10,N,0,-2.825854416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56747.10264,56747.10264
7875,3410,16239_29.2870226_-94.7988144_0_56.10.jpg,BGd5Kv67YMswmo80wI-s5g,3.299720426,0.931420109,29.28702265,-94.79881439,29.28708674,-94.79867564,"[2019, 10]",10,N,195.0950012,2099.985116,3.299720426,12.82585442,10,N,0,-2.825854416,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56747.10264,56747.10264
929,553,11232_29.3256504_-94.7719901_0_88.59.jpg,FILOB5CLUICHi0GmrSDG6g,1.06081573,0.680034799,29.3256504,-94.7719901,29.3256377,-94.77159553,"[2021, 4]",11,Y,1885.650024,20296.96794,1.06081573,5.480366568,11,Y,7.019633432,5.519633432,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,421460.959,584214.242,723848.803,667647.6673,669939.9949,726559.2515,56619.25656
7962,50,10116_29.3239581_-94.7719999_0_346.77.jpg,oH5XUdpljUfHZgS8gbb8Pw,3.393400877,0.701047252,29.3239581,-94.7719999,29.32415791,-94.77206052,"[2019, 9]",11,N,194.5780029,2094.420192,3.393400877,13.13320498,11,N,0,-2.133204977,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56596.72383,56596.72383
7987,10760,5499_29.3036999_-94.7795502_0_87.79.jpg,BAZ-ijjlOZzCttp50bihLQ,3.420492549,0.686788239,29.3036999,-94.7795502,29.30372177,-94.77941618,"[2019, 10]",11,N,194.2079926,2090.437435,3.420492549,13.22208842,11,N,0,-2.222088415,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56489.09927,56489.09927
8081,310,10718_29.3083109_-94.7791396_0_343.69.jpg,lYc3YASa31spJVn58Ik9YA,3.509191108,0.646892782,29.30831089,-94.77913957,29.30845775,-94.77915283,"[2016, 9]",12,Y,194.022995,2088.446137,3.509191108,13.51309419,12,N,0,-1.513094186,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56435.28919,56435.28919
7667,2198,14043_29.292509_-94.7906235_0_223.07.jpg,HZK70xrQ5Sfyn7j6UTjWFQ,3.15444131,0.867649438,29.292509,-94.7906235,29.29236817,-94.79074394,"[2019, 10]",10,N,193.4730072,2082.526118,3.15444131,12.3492169,10,N,0,-2.349216896,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56275.31475,56275.31475
8001,5206,19778_29.2773391_-94.8341444_0_125.61.jpg,fvRegRRtA7dTgh8BAC2FHw,3.434839734,0.291447327,29.27733912,-94.83414436,29.27727908,-94.83399108,"[2017, 5]",11,N,192.6380005,2073.53818,3.434839734,13.26915923,11,N,0,-2.269159232,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,56032.43712,56032.43712
8222,11010,5863_29.3008754_-94.78725_0_103.17.jpg,ZAcYX6r3FRPq1afM1AFiVA,3.663196335,0.683460753,29.3008754,-94.78725,29.30084838,-94.78711679,"[2021, 3]",11,N,191.9810028,2066.466316,3.663196335,14.01836068,11,N,0,-3.018360679,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,55841.33681,55841.33681
8312,3830,16971_29.2847796_-94.8309432_0_34.04.jpg,11tL0NTzxoAOhG6HUK_VJA,3.798513689,0.509232689,29.28477959,-94.8309432,29.28488811,-94.83081183,"[2016, 6]",11,N,189.7109985,2042.032193,3.798513689,14.46231525,11,N,0,-3.462315253,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,55181.06276,55181.06276
8233,1005,12112_29.2996272_-94.8044415_0_266.13.jpg,Xb4llCZfRbOQoUHYkRwxeg,3.675348607,0.412250491,29.2996272,-94.8044415,29.29961135,-94.80465465,"[2021, 4]",12,N,189.1490021,2035.982914,3.675348607,14.05823034,12,N,0,-2.058230338,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,55017.59538,55017.59538
8626,9012,28408_29.1350181_-95.0526528_0_297.81.jpg,2_KDCRSMOc3RptD-gn7PiA,4.439683709,0.584520136,29.1350181,-95.0526528,29.13508141,-95.05283568,"[2021, 3]",14,N,188.9559937,2033.905389,4.439683709,16.56589143,14,N,0,-2.565891434,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54961.45521,54961.45521
7508,2611,14851_29.2908622_-94.7906688_0_135.38.jpg,XJtogLU3wa-ZV6XBZ501uA,2.979945313,0.876017241,29.2908622,-94.7906688,29.29073798,-94.79056312,"[2017, 5]",10,Y,188.8209991,2032.452319,2.979945313,11.77672347,10,N,0,-1.776723468,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54922.18945,54922.18945
7824,13196,9535_29.2815848_-94.8115367_0_329.02.jpg,5ZptcugP__SD1bmmDAO5cQ,3.260473379,0.943607665,29.2815848,-94.8115367,29.28166715,-94.81159408,"[2020, 2]",10,N,188.4530029,2028.491241,3.260473379,12.69709114,10,N,0,-2.697091138,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54815.15074,54815.15074
7978,4812,19034_29.2792385_-94.8385403_0_79.68.jpg,VM95JJy1mjll0Aj-b98ncA,3.417224223,0.336349382,29.2792385,-94.8385403,29.27925241,-94.83835059,"[2020, 3]",11,N,187.8079987,2021.548474,3.417224223,13.21136556,11,N,0,-2.211365561,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54627.53896,54627.53896
7790,2449,14577_29.2916102_-94.7986657_0_178.41.jpg,hMy9t5AUx18AlJ6rj9gG_Q,3.234875849,0.828334614,29.29161016,-94.7986657,29.29142527,-94.79861115,"[2019, 10]",10,N,187.427002,2017.447459,3.234875849,12.61310974,10,N,0,-2.613109741,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54516.71881,54516.71881
7851,5255,19850_29.2769101_-94.8293136_0_49.81.jpg,GHUygANdd9pU3hVzdIQSPA,3.279663591,0.269182697,29.2769101,-94.8293136,29.27700019,-94.82920046,"[2020, 3]",11,Y,187.2940063,2016.015905,3.279663591,12.76005115,11,N,0,-1.760051152,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54478.03447,54478.03447
8099,344,10795_29.3082593_-94.7793466_0_164.32.jpg,5SvT7pZHFT92AyLpaZpzFA,3.52174515,0.645936954,29.3082593,-94.7793466,29.30811344,-94.77927992,"[2016, 9]",12,Y,186.5890045,2008.427329,3.52174515,13.55428199,12,N,0,-1.554281988,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54272.97125,54272.97125
8170,11039,5881_29.3007283_-94.7782183_0_358.27.jpg,Hq2Hk0ZkxxFY7jzOUU9mOg,3.592259553,0.798953122,29.30072833,-94.77821829,29.30088529,-94.77822889,"[2019, 10]",11,N,186.4960022,2007.426261,3.592259553,13.78562845,11,N,0,-2.785628455,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54245.91975,54245.91975
8113,5252,19839_29.2768403_-94.8359845_0_64.26.jpg,B0jBK5ymUumXCTXcV7zaxA,3.541245373,0.335462845,29.2768403,-94.8359845,29.27690571,-94.83581145,"[2017, 5]",11,N,186.4600067,2007.038808,3.541245373,13.6182591,11,N,0,-2.618259098,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54235.44978,54235.44978
8476,9010,28406_29.1350565_-95.0534343_0_21.83.jpg,duq5psK5ccysRaN1mA16WA,4.046696424,0.586201464,29.1350565,-95.0534343,29.13522027,-95.05340061,"[2021, 3]",13,N,186.0749969,2002.894597,4.046696424,15.27656307,13,N,0,-2.276563071,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54123.46233,54123.46233
7985,3364,16173_29.2869743_-94.8055064_0_342.61.jpg,csnsWph4ChwTYvud0TyL0g,3.41885256,0.826190195,29.28697432,-94.8055064,29.28712735,-94.80559117,"[2021, 4]",10,N,186.0370026,2002.48563,3.41885256,13.21670787,10,N,0,-3.216707874,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,54112.41097,54112.41097
7964,5337,19986_29.2765562_-94.8336451_0_172.03.jpg,aq-Mnip70ToAIm8ZiB_q8g,3.399515412,0.369061884,29.27655618,-94.8336451,29.27646551,-94.83364689,"[2018, 8]",11,N,185.3899994,1995.521346,3.399515412,13.15326579,11,N,0,-2.153265787,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53924.21774,53924.21774
8112,10322,4892_29.3072975_-94.7857029_0_238.10.jpg,STfsglFRIQY6PeUG5WTRTw,3.540168654,0.51112883,29.3072975,-94.7857029,29.30723221,-94.78588264,"[2019, 10]",12,Y,185.0549927,1991.915364,3.540168654,13.61472656,12,N,0,-1.614726555,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53826.77465,53826.77465
7830,12382,8283_29.2892599_-94.8002777_0_329.16.jpg,92E3OhsgPWXrT4zAqN03gw,3.267887009,0.851568951,29.2892599,-94.8002777,29.28942863,-94.80039778,"[2021, 4]",10,N,184.8269958,1989.461225,3.267887009,12.72141407,10,N,0,-2.721414072,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53760.45741,53760.45741
7953,5125,19649_29.2778351_-94.828107_0_153.42.jpg,oZlc9rLT7RdNzsExt40epg,3.380795163,0.263519852,29.27783509,-94.82810698,29.27767853,-94.82804574,"[2020, 3]",11,N,183.9490051,1980.010612,3.380795163,13.09184765,11,N,0,-2.091847648,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53505.07706,53505.07706
7480,2628,14887_29.290472_-94.8000762_0_267.51.jpg,MwC1OK1IkJqRPokt81MSpA,2.945191313,0.834547461,29.29047195,-94.80007624,29.29045441,-94.80016961,"[2019, 10]",10,Y,183.8040009,1978.4498,2.945191313,11.66270116,10,N,0,-1.662701158,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53462.89982,53462.89982
8353,349,10802_29.3079212_-94.7871608_0_254.28.jpg,HlLezbrO9oWAA-KSdblFgw,3.838928468,0.409062204,29.3079212,-94.7871608,29.30789807,-94.78733013,"[2017, 5]",12,N,183.2460022,1972.443552,3.838928468,14.59490967,12,N,0,-2.594909672,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53300.59526,53300.59526
8426,8533,27219_29.1442422_-95.0462448_0_55.36.jpg,NLYe8Yv6mPwWn5kFZENLUA,3.942328156,0.353745486,29.1442422,-95.0462448,29.14430721,-95.04608093,"[2016, 10]",12,N,182.9609985,1969.375798,3.942328156,14.93414749,12,N,0,-2.934147493,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53217.6965,53217.6965
7896,705,11588_29.3043398_-94.7754271_0_178.41.jpg,q7R30j00ypZteE2LsyjqFA,3.325235263,0.807249128,29.3043398,-94.7754271,29.30415575,-94.77544488,"[2021, 3]",11,Y,182.9190063,1968.923797,3.325235263,12.90956451,11,N,0,-1.909564511,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,53205.48226,53205.48226
829,6294,22295_29.26683_-94.8509595_0_81.01.jpg,nUJF3czdye0aIxXYizWQ5Q,1.019132941,0.493780253,29.26683,-94.8509595,29.26689232,-94.8507049,"[2020, 3]",11,Y,1731.26001,18635.12766,1.019132941,5.343612011,11,Y,7.156387989,5.656387989,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,388864.6315,539030.3681,667865.4143,616010.9461,618125.9821,671122.1923,52996.21015
7895,12453,8479_29.2885035_-94.7996823_0_357.50.jpg,5CS69X-rTuiNwcfpTVkSQg,3.325069204,0.86896273,29.2885035,-94.7996823,29.28863149,-94.79971958,"[2021, 4]",10,N,182.029007,1959.343925,3.325069204,12.9090197,10,N,0,-2.909019698,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,52946.60899,52946.60899
6385,555,11242_29.3227281_-94.7709921_0_73.58.jpg,xWXszmSc2uwHELXkyIsDrg,2.277606183,0.641659671,29.3227281,-94.7709921,29.32277449,-94.77082722,"[2021, 4]",11,Y,2061.27002,22187.32584,2.277606183,9.47246123,11,Y,3.02753877,1.52753877,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,394283.2924,546541.5239,677171.8308,624594.793,626739.3011,679641.6281,52902.32693
8098,10668,5383_29.3041924_-94.7876136_0_313.36.jpg,RE2f2HOTkui4xBsUYhZhTA,3.520363832,0.535811989,29.3041924,-94.7876136,29.30439839,-94.7877877,"[2019, 10]",12,Y,181.526001,1953.929613,3.520363832,13.5497501,12,N,0,-1.549750105,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,52800.3001,52800.3001
8393,10990,5838_29.3012376_-94.7916447_0_192.23.jpg,4M1WMdhFFcZExnFCrkN1Hw,3.898534044,0.567294334,29.3012376,-94.7916447,29.30107881,-94.79168146,"[2018, 8]",12,N,181.246994,1950.926407,3.898534044,14.79046602,12,N,0,-2.790466024,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,0,0,0,0,0,52719.14559,52719.14559
