,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,0.256,ORIGIN,-0.079
1762,596,11393_29.3066419_-94.7916957_0_224.06.jpg,dCl_Xyf-uITK8cVCS8d1rQ,1.289578684,0.414804695,29.3066419,-94.7916957,29.30655831,-94.79179377,"[2019, 1]",12,Y,898.2020264,9668.166148,1.289578684,4.486901194,12,Y,9.013098806,7.513098806,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,217660.3798,301713.1031,373826.3343,344801.6755,345985.531,349919.7871,351133.874
6250,747,11661_29.3034212_-94.7789169_0_133.73.jpg,gUCjo07liOfYsiEmAODfQQ,2.236302844,0.762252092,29.3034212,-94.7789169,29.30330232,-94.77876853,"[2021, 3]",11,Y,1022.070007,11001.46999,2.236302844,7.592951588,11,Y,4.907048412,3.407048412,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,211011.3443,292496.4458,362406.7799,334268.7592,335416.4506,338774.0626,339810.2006
418,11651,6708_29.2971103_-94.8010793_0_284.05.jpg,Kd6SwQ6thGAJ1xFumgU_iA,0.789523937,0.663835207,29.2971103,-94.8010793,29.29715968,-94.80126056,"[2020, 3]",11,Y,845.1030273,9096.613279,0.789523937,2.846301631,11,Y,9.653698369,8.153698369,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,210620.24,291954.3109,361735.0679,333649.2004,334794.7646,338496.4393,339638.753
45,8372,26603_29.1815008_-94.9767402_0_39.86.jpg,XH3VVunF9oVzafTSU9P5tQ,0.168580015,0.687761799,29.1815008,-94.9767402,29.18176091,-94.9764969,"[2016, 9]",15,Y,650.5460205,7002.419087,0.168580015,0.809084039,15,Y,15.69091596,14.19091596,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,204407.0271,283341.7754,351064.0279,323806.6822,324918.4527,327767.9393,328647.2731
3873,2272,14210_29.3036331_-94.7995335_0_223.77.jpg,6F5bC2hxjfZaYWMeZxBfxQ,1.763516737,0.363758937,29.3036331,-94.7995335,29.30349951,-94.79963206,"[2016, 5]",12,Y,890.4730225,9584.971843,1.763516737,6.041816066,12,Y,7.458183934,5.958183934,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,202181.9258,280257.4189,347242.4713,320281.8393,321381.5075,324306.8089,325209.5387
546,2274,14214_29.303293_-94.8043751_0_281.39.jpg,b0JGsTuiAHiZ9yrsqcMY2w,0.874313772,0.396709942,29.303293,-94.8043751,29.30333638,-94.80453771,"[2019, 10]",13,Y,753.5289917,8110.918563,0.874313772,3.124483504,13,Y,11.3755165,9.875516496,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,201763.2885,279677.1187,346523.4721,319618.6647,320716.0559,324016.6229,325035.1573
377,556,11249_29.3206776_-94.748772_0_263.05.jpg,wFqG7twW_hcIL4rh3Of2Ug,0.747144715,0.476680497,29.3206776,-94.748772,29.32067894,-94.74886589,"[2021, 3]",17,Y,620.6820068,6680.965518,0.747144715,2.707262188,17,Y,15.79273781,14.29273781,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,195703.7713,271277.6307,336116.4007,310019.62,311084.0535,313802.7314,314641.6984
1335,6311,22325_29.2644889_-94.8358743_0_359.34.jpg,RfIzB3Lh4UGSnhKqleyOBw,1.182206787,0.793947614,29.2644889,-94.8358743,29.26459589,-94.83588909,"[2019, 10]",10,Y,853.4910278,9186.900965,1.182206787,4.134631191,10,Y,7.365368809,5.865368809,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,193145.6503,267731.6541,331722.891,305967.2317,307017.7515,309821.5631,310686.8018
57,5613,20500_29.2734452_-94.8360579_0_305.23.jpg,p0jzF-qJer9R2BEWCS54AQ,0.221052956,0.625230877,29.2734452,-94.8360579,29.27369163,-94.83656418,"[2021, 4]",11,Y,705.2470093,7591.21563,0.221052956,0.981239357,11,Y,11.51876064,10.01876064,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,189922.8068,263264.2627,326187.7368,300861.8384,301894.8292,304983.9141,305937.1864
1618,6314,22329_29.2638023_-94.8355781_0_299.22.jpg,f4EmwJgAirkMqt6-yU0izg,1.251351071,0.744401292,29.2638023,-94.8355781,29.26390133,-94.83570338,"[2021, 4]",10,Y,841.5739746,9058.626872,1.251351071,4.361482516,10,Y,7.138517484,5.638517484,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,188907.5912,261857.0068,324444.1291,299253.608,300281.0771,303045.7398,303898.8974
3205,6239,22106_29.2778023_-94.8364926_0_64.19.jpg,m8Oo0xNH1Tu9uwAUOndNMg,1.627167389,0.280975219,29.2778023,-94.8364926,29.27784579,-94.83640756,"[2019, 10]",11,Y,847.6350098,9123.867312,1.627167389,5.594475686,11,Y,6.905524314,5.405524314,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,188673.759,261532.8768,324042.528,298883.1881,299909.3853,302693.9592,303553.2613
2640,573,11319_29.3115503_-94.7704477_0_344.37.jpg,MATUknun6j7m_26jKTZDBQ,1.499356462,0.830029932,29.3115503,-94.7704477,29.31165948,-94.77047745,"[2019, 9]",11,Y,821.9790039,8847.708362,1.499356462,5.175148497,11,Y,7.324851503,5.824851503,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,185745.592,257473.9556,319013.4734,294244.5999,295254.8708,297955.1619,298788.4548
2652,570,11316_29.3115271_-94.7705432_0_13.91.jpg,UE8dRP5xbIA7S6uX9HrqjQ,1.502901623,0.838598522,29.3115271,-94.7705432,29.31165658,-94.77048059,"[2019, 9]",11,Y,821.9790039,8847.708362,1.502901623,5.186779603,11,Y,7.313220397,5.813220397,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,185668.4106,257366.9694,318880.9162,294122.3346,295132.1857,297832.4768,298665.7698
1531,578,11345_29.3095714_-94.7715207_0_44.28.jpg,QosD_KOlM57RxKK3niwkmA,1.230085199,1.005236679,29.3095714,-94.7715207,29.30973239,-94.77125755,"[2019, 10]",11,Y,788.2160034,8484.28645,1.230085199,4.291712595,11,Y,8.208287405,6.708287405,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,184179.3287,255302.8568,316323.4547,291763.4398,292765.1918,296217.6931,297283.1134
2312,598,11405_29.305517_-94.7898058_0_151.13.jpg,QljZgwJAJ7T2m81GQQXgGQ,1.423305346,0.477632001,29.305517,-94.7898058,29.30540441,-94.7897377,"[2019, 10]",12,Y,775.2609863,8344.839806,1.423305346,4.925636962,12,Y,8.574363038,7.074363038,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,184207.0234,255341.2463,316371.0197,291807.3118,292809.2144,296204.9708,297252.88
1207,6316,22331_29.2641954_-94.8363777_0_145.87.jpg,7CPZ-NTQo16F2-u9dqnyUA,1.153040247,0.786393569,29.2641954,-94.8363777,29.26411676,-94.8363056,"[2019, 10]",10,Y,812.8239746,8749.164447,1.153040247,4.038940443,10,Y,7.461059557,5.961059557,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,184570.5767,255845.191,316995.4136,292383.2264,293387.1064,296057.3222,296881.3341
7284,6262,22162_29.2735447_-94.8457891_0_4.50.jpg,8jV6q3hRoahomFSIrmadug,2.754115537,0.463531954,29.27354474,-94.84578907,29.27384188,-94.84580819,"[2021, 4]",11,Y,953.440979,10262.75329,2.754115537,9.291812129,11,Y,3.208187871,1.708187871,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,183766.3064,254730.34,315614.0991,291109.1601,292108.6657,295240.8237,296207.3881
2452,6277,22225_29.2705538_-94.8392274_0_30.63.jpg,XHIjKfORRwXyYiLXdpNdDQ,1.45459863,0.659180258,29.2705538,-94.8392274,29.27065023,-94.83915431,"[2017, 3]",10,Y,837.1849976,9011.384316,1.45459863,5.028305217,10,Y,6.471694783,4.971694783,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,183415.6536,254244.2775,315011.8616,290553.6815,291551.2799,294301.5243,295150.2326
2221,4309,18095_29.2917207_-94.7945468_0_329.15.jpg,1WRVBYaWtW35jLyTjvmiBQ,1.404819476,0.867798266,29.29172068,-94.79454678,29.29185705,-94.79459858,"[2019, 10]",10,Y,831.0900269,8945.778598,1.404819476,4.864987782,10,Y,6.635012218,5.135012218,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,183176.081,253912.1905,314600.4016,290174.1681,291170.4635,293900.6853,294743.2146
6044,8340,26476_29.2600843_-94.8498167_0_231.42.jpg,KyNcrGTFfMKOnXF-cbX4eg,2.181525425,0.504516661,29.2600843,-94.8498167,29.2599735,-94.85004038,"[2020, 3]",12,Y,846.5999756,9112.726296,2.181525425,7.413235646,12,Y,6.086764354,4.586764354,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,182847.5208,253456.7519,314036.1075,289653.687,290648.1953,293429.369,294287.6218
2470,594,11395_29.3063373_-94.7928483_0_103.52.jpg,jnTlk9a4tbFuI9YlwdEJ4A,1.458981841,0.415437106,29.3063373,-94.7928483,29.30631664,-94.79277249,"[2021, 3]",12,Y,764.7039795,8231.205131,1.458981841,5.04268583,12,Y,8.45731417,6.95731417,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,180735.1571,250528.6682,310408.1749,286307.4347,287290.4539,290639.969,291673.6084
1031,6309,22323_29.2641498_-94.8364655_0_345.07.jpg,cSGXMC4J0mKsM29QwUyptw,1.097213898,0.769787679,29.2641498,-94.8364655,29.26425335,-94.8364712,"[2019, 10]",10,Y,792.6469727,8531.981006,1.097213898,3.85578313,10,Y,7.64421687,6.14421687,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,181160.9405,251118.8741,311139.4474,286981.9297,287967.2647,290571.1968,291374.754
2450,6313,22328_29.2640883_-94.836849_0_215.09.jpg,008LNVUrx_sOlJjgpOHg2Q,1.454405977,0.719745094,29.2640883,-94.836849,29.26398111,-94.83691495,"[2021, 4]",10,Y,826.1010132,8892.077301,1.454405977,5.027673153,10,Y,6.472326847,4.972326847,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,180991.5212,250884.0311,310848.4739,286713.548,287697.9615,290411.7938,291249.2655
31,11878,7012_29.2951724_-94.8110084_0_313.57.jpg,#NAME?,0.092898259,0.750418657,29.2951724,-94.8110084,29.29538073,-94.81142804,"[2021, 4]",12,Y,635.6119995,6841.670622,0.092898259,0.560784314,12,Y,12.93921569,11.43921569,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,180888.4052,250741.0954,310671.3749,286550.1993,287534.052,290318.1254,291177.273
6616,2287,14264_29.3002356_-94.793247_0_71.49.jpg,cHuK98Rytp5lAUGt7aSphQ,2.367072047,0.688420698,29.3002356,-94.793247,29.30026548,-94.79308101,"[2019, 10]",11,Y,887.8540039,9556.780961,2.367072047,8.021984406,11,Y,4.478015594,2.978015594,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,180226.6655,249823.8153,309534.8533,285501.9196,286482.173,289398.8707,290298.9454
1472,6310,22324_29.2642975_-94.8362124_0_355.22.jpg,HJkisLrfbMie2W1mA_OhmQ,1.214478043,0.779464632,29.2642975,-94.8362124,29.26440923,-94.83622368,"[2019, 10]",10,Y,794.4249878,8551.119401,1.214478043,4.240508015,10,Y,7.259491985,5.759491985,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,179099.9378,248261.9853,307599.7262,283717.0398,284691.165,287300.9381,288106.2978
2206,6018,21688_29.2653636_-94.8371522_0_141.21.jpg,q9V4iXLG0ndT6JfbqjKD4g,1.40220458,0.72739499,29.2653636,-94.8371522,29.26506102,-94.83689896,"[2021, 4]",10,Y,811.8839722,8739.046346,1.40220458,4.856408727,10,Y,6.643591273,5.143591273,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,178999.2074,248122.3563,307426.7242,283557.4701,284531.0474,287198.1752,288021.2341
7460,6283,22237_29.2694755_-94.8456986_0_4.67.jpg,p9Af5gF2VgPa58ULVvttIQ,2.931318421,1.187556437,29.2694755,-94.8456986,29.26990449,-94.84556013,"[2021, 4]",11,Y,947.9030151,10203.14314,2.931318421,9.873186421,11,Y,2.626813579,1.126813579,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,178250.0349,247083.8799,306140.0388,282370.6857,283340.1882,286454.1535,287415.1037
2669,6305,22316_29.2648347_-94.8366378_0_297.36.jpg,yjMrIPiXK1KsrJdydUVUIQ,1.507210145,0.707768572,29.2648347,-94.8366378,29.2648871,-94.83678426,"[2021, 4]",10,Y,811.8839722,8739.046346,1.507210145,5.200915174,10,Y,6.299084826,4.799084826,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,176741.214,244992.406,303548.6763,279980.5219,280941.818,283608.9458,284432.0047
5257,4319,18111_29.2911756_-94.8111047_0_132.91.jpg,wEsNTAmPu5g-93CUao8gjg,2.006720335,0.703949619,29.29117559,-94.81110472,29.29110149,-94.81100934,"[2016, 10]",11,Y,830.0560303,8934.648751,2.006720335,6.839728133,11,Y,5.660271867,4.160271867,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,176416.4614,244542.2453,302990.9216,279466.0725,280425.6022,283152.4272,283993.9083
3341,6317,22333_29.2639468_-94.8377088_0_142.95.jpg,pHQwnnGlCSMd_J2VnESH9g,1.656938222,0.733197252,29.2639468,-94.8377088,29.2638502,-94.83760126,"[2021, 4]",10,Y,822.3389893,8851.583213,1.656938222,5.692149022,10,Y,5.807850978,4.307850978,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,175756.047,243626.8023,301856.6761,278419.8922,279375.8299,282077.3036,282910.9615
5214,2280,14236_29.3020464_-94.7886131_0_358.02.jpg,#NAME?,1.99834732,0.557900031,29.3020464,-94.7886131,29.3021719,-94.78859864,"[2018, 8]",12,Y,779.96698,8395.494701,1.99834732,6.812257612,12,Y,6.687742388,5.187742388,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,172240.3472,238753.4639,295818.5485,272850.5774,273787.3933,276349.6702,277140.3729
1310,2583,14795_29.2907731_-94.7900275_0_102.87.jpg,cbP6aUmVsv4Du-B-qndkJg,1.176909706,0.803344569,29.2944289,-94.7900275,29.29435806,-94.78982967,"[2019, 10]",11,Y,727.2800293,7828.377083,1.176909706,4.117252316,11,Y,8.382747684,6.882747684,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,171306.4005,237458.8601,294214.518,271371.0873,272302.8234,275488.4161,276471.4701
7504,6244,22118_29.2767263_-94.8463656_0_229.48.jpg,zJhpXKZuBiHVPw4tDhjfgA,2.973513061,0.356842645,29.2767263,-94.8463656,29.27657879,-94.84651351,"[2020, 3]",11,Y,903.3670044,9723.761509,2.973513061,10.01162028,11,Y,2.488379721,0.988379721,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,168865.6116,234075.5251,290022.5233,267504.5678,268423.0284,271390.688,272306.4892
736,10992,583_29.2894304_-94.8322686_0_178.53.jpg,_mK880TSSNOHbotVfkAvfw,0.980423657,0.674997825,29.2894304,-94.8322686,29.28924516,-94.8322256,"[2021, 4]",12,Y,662.3829956,7129.831226,0.980423657,3.472613048,12,Y,10.02738695,8.527386952,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,167746.2982,232523.9724,288100.1301,265731.4332,266643.8059,269545.1402,270440.4738
2814,2302,14299_29.2976087_-94.8173889_0_85.44.jpg,Gv1yVzfGbPbVxPTDTfvlAg,1.544304926,0.581491577,29.2976087,-94.8173889,29.29763668,-94.81727365,"[2020, 2]",13,Y,684.0150146,7362.676341,1.544304926,5.322617211,13,Y,9.177382789,7.677382789,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,166966.2297,231442.6692,286760.3818,264495.7058,265403.8357,268399.9213,269324.4947
861,2297,14291_29.2985818_-94.7914872_0_268.85.jpg,IUyQW3Ra-J_MaNtmCrCSvw,1.032285567,0.702677022,29.2985818,-94.7914872,29.2985891,-94.79159667,"[2019, 1]",11,Y,691.5280151,7443.545605,1.032285567,3.642763671,11,Y,8.857236329,7.357236329,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,166417.1082,230681.4965,285817.2792,263625.8276,264530.9708,267559.9645,268494.693
4508,2320,14362_29.2936162_-94.7897473_0_252.81.jpg,9bpEpEA9XQXlQva3dRIR0Q,1.882710014,0.836257822,29.2936162,-94.7897473,29.29357449,-94.7898744,"[2019, 10]",10,Y,799.2030029,8602.549528,1.882710014,6.432870125,10,Y,5.067129875,3.567129875,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,166032.1945,230147.9427,285156.1993,263016.0753,263919.125,266544.5944,267354.7979
186,2276,14220_29.3029284_-94.80336_0_311.90.jpg,8brxf2Nx-uA9syeMScZASw,0.539613684,0.441456339,29.3029284,-94.80336,29.30298979,-94.80345808,"[2019, 10]",13,Y,592.1160278,6373.48388,0.539613684,2.026386102,13,Y,12.4736139,10.9736139,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,165542.4095,229469.0201,284315.0056,262240.1937,263140.5794,265734.1341,266534.4889
2642,308,10717_29.308503_-94.7836669_0_283.33.jpg,cOEK2YDdml1k2oD94S8gog,1.500235835,0.520044311,29.308503,-94.7836669,29.30855422,-94.78381851,"[2021, 3]",12,Y,693.1970215,7461.510641,1.500235835,5.178033579,12,Y,8.321966421,6.821966421,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,162824.8346,225702.0142,279647.6379,257935.2102,258820.815,261857.1192,262794.1037
4629,2293,14279_29.2989038_-94.7924659_0_329.02.jpg,s7vgKPt1rZXcZ3b5gdvoyg,1.904074956,0.712215757,29.2989038,-94.7924659,29.29900562,-94.79254173,"[2018, 8]",11,Y,728.223999,7838.537889,1.904074956,6.502965079,11,Y,5.997034921,4.497034921,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,156753.3264,217285.9046,269219.9721,248317.1702,249169.7521,251562.0477,252300.2952
4073,27,10061_29.3023982_-94.7945623_0_326.48.jpg,NmZXEOQJ4x9FRLynY75pqw,1.800505625,0.59412311,29.3023982,-94.7945623,29.30260344,-94.79469731,"[2018, 8]",12,Y,689.6480103,7423.309402,1.800505625,6.163170686,12,Y,7.336829314,5.836829314,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,155908.9613,216115.4756,267769.7959,246979.5887,247827.578,250093.1473,250792.2878
1994,4313,18094_29.2912798_-94.8260732_0_327.73.jpg,RcG4G6JKATlsKHUd_fR2lw,1.350231645,0.65120887,29.2912798,-94.8260732,29.29139685,-94.82614497,"[2021, 4]",12,Y,645.5490112,6948.631726,1.350231645,4.685893848,12,Y,8.814106152,7.314106152,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,155052.5059,214928.2876,266298.855,245622.8547,246466.1858,249293.7848,250166.3642
543,572,11318_29.3117567_-94.7722961_0_99.39.jpg,0Db67b3EvW2467yH81J_AQ,0.870848386,0.970806368,29.3117567,-94.7722961,29.31167815,-94.77205369,"[2019, 9]",11,Y,628.690979,6767.173378,0.870848386,3.113114127,11,Y,9.386885873,7.886885873,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,154879.5248,214688.5073,266001.7641,245348.8306,246191.2209,248944.9792,249794.7718
6460,6225,22076_29.2806266_-94.8299829_0_350.61.jpg,nqRhLAEzTR7mGb05EsV8yw,2.306761013,0.3845177,29.2806266,-94.8299829,29.28077567,-94.82997408,"[2016, 6]",11,Y,749.8850098,8071.695068,2.306761013,7.82411356,11,Y,4.67588644,3.17588644,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,153418.0207,212662.6221,263491.6669,243033.6226,243868.0637,246331.5181,247091.7248
2315,2311,14334_29.2954571_-94.8116982_0_56.16.jpg,uRA8UcNeep9TcWbUBMgGDA,1.423477108,0.576307374,29.2954571,-94.8116982,29.29551303,-94.81158692,"[2019, 10]",12,Y,635.6119995,6841.670622,1.423477108,4.926200486,12,Y,8.573799514,7.073799514,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,151021.6657,209340.8797,259375.9863,239237.492,240058.8993,242842.9727,243702.1204
850,2263,14182_29.3045884_-94.7970717_0_312.04.jpg,gp8mr0wGZV79Qq6tqKYdTQ,1.025119398,0.380877478,29.30458838,-94.79707173,29.30463137,-94.79714076,"[2019, 10]",12,Y,595.4580078,6409.456653,1.025119398,3.619252618,12,Y,9.880747382,8.380747382,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,149857.8869,207727.6908,257377.2249,237393.9186,238208.9961,240817.1892,241622.0613
1679,8345,26492_29.2568648_-94.8477562_0_126.42.jpg,88fzmt_bPGf5BGQNiJghIQ,1.270512271,0.534965457,29.2568648,-94.8477562,29.25671218,-94.84750506,"[2021, 3]",11,Y,639.6010132,6884.608009,1.270512271,4.424347346,11,Y,8.075652654,6.575652654,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,148539.9111,205900.7594,255113.6339,235306.0776,236113.9867,238915.5325,239780.0721
506,589,11376_29.3074294_-94.7897884_0_341.57.jpg,mnVuiYLNjjORbYFiq_q6ug,0.842670161,0.363659852,29.3074294,-94.7897884,29.30751748,-94.78983003,"[2021, 4]",12,Y,572.4559937,6161.865034,0.842670161,3.020665883,12,Y,10.47933412,8.979334117,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,147757.4204,204816.0987,253769.7256,234066.5131,234870.1662,237377.6071,238151.3877
6415,8354,26522_29.2502535_-94.8705354_0_64.18.jpg,MsC7Oo3lK0G7Kw1gPX6lDA,2.2892647,0.631106536,29.2502535,-94.8705354,29.25029845,-94.87041373,"[2021, 3]",12,Y,679.0269775,7308.985556,2.2892647,7.766710958,12,Y,5.733289042,4.233289042,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,144717.6712,200602.5061,248549.0313,229251.1644,230038.2843,232268.9623,232957.3356
787,4323,18128_29.2901776_-94.8086602_0_253.57.jpg,5KgyJK9hM9fYuy0j-Fbs5A,1.006295128,0.728790763,29.29017764,-94.80866016,29.29013096,-94.80876093,"[2020, 3]",11,Y,594.8380127,6402.783081,1.006295128,3.557493202,11,Y,8.942506798,7.442506798,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,143694.5028,199184.2263,246791.7648,227630.3358,228411.8907,231017.3681,231821.4021
3987,9413,29485_29.2569602_-94.845694_0_80.00.jpg,Lb8HIZIwKFvEDl_Afm1ndg,1.784678199,0.599374062,29.2569602,-94.845694,29.25696147,-94.84558571,"[2020, 2]",10,Y,680.6870117,7326.854016,1.784678199,6.111243435,10,Y,5.388756565,3.888756565,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,143178.2118,198468.5619,245905.0476,226812.4652,227591.212,229827.3434,230517.3995
6263,1168,12386_29.2981536_-94.791756_0_11.75.jpg,dDhJPOquzhN3gvxaY6DMEQ,2.240539972,0.706716674,29.2981536,-94.791756,29.29833407,-94.79169557,"[2019, 1]",11,Y,691.5280151,7443.545605,2.240539972,7.606852927,11,Y,4.893147073,3.393147073,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,142691.7294,197794.2174,245069.5262,226041.8154,226817.9162,229089.6615,229790.7079
878,2288,14265_29.3001766_-94.7946471_0_238.28.jpg,i2-aes7GH54HwPJ8qbmMhA,1.041268943,0.583742567,29.3001766,-94.7946471,29.30013027,-94.7947514,"[2019, 10]",12,Y,561.7969971,6047.132549,1.041268943,3.67223669,12,Y,9.82776331,8.32776331,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,141066.0768,195540.7953,242277.5079,223466.5753,224233.8342,226694.5871,227453.96
6794,2322,14366_29.2925614_-94.795054_0_342.60.jpg,ObnBrfhFgdJ07iJkDcp8HA,2.449079548,0.837291989,29.29256144,-94.79505399,29.29279405,-94.79513431,"[2019, 10]",10,Y,728.276001,7839.097633,2.449079548,8.291037887,10,Y,3.208962113,1.708962113,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,140372.5388,194579.4375,241086.3735,222367.923,223131.4097,225523.8762,226262.1764
4807,9418,29534_29.2958774_-94.788033_0_58.83.jpg,d4GfXFSxC2_nHYM0fBtbLg,1.932719406,0.811647769,29.2958774,-94.788033,29.29597632,-94.78790015,"[2019, 8]",11,Y,655.0679932,7051.093196,1.932719406,6.596942933,11,Y,5.903057067,4.403057067,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,140509.1987,194768.8706,241321.0835,222584.4096,223348.6396,225500.6097,226164.6943
2563,12522,85_29.2902636_-94.8592057_0_164.78.jpg,6oltSxmqAKTOOto61F-irw,1.482256286,0.768099628,29.2902636,-94.8592057,29.29011396,-94.85917002,"[2019, 8]",13,Y,567.3670044,6107.087609,1.482256286,5.119045558,13,Y,9.380954442,7.880954442,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,139735.9934,193697.0808,239993.1224,221359.5542,222119.5788,224604.7291,225371.631
1537,6298,22302_29.2660376_-94.8381509_0_350.43.jpg,oZsUa0yVzWFgUn4qM8d7zA,1.231084301,0.828634668,29.2660376,-94.8381509,29.26613934,-94.83814989,"[2021, 4]",10,Y,616.177002,6632.47405,1.231084301,4.294990489,10,Y,7.205009511,5.705009511,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,138643.6267,192182.8809,238117.0097,219629.1068,220383.19,222407.3989,223032.0572
5116,6288,22269_29.2677165_-94.8368791_0_74.87.jpg,CyYljpT3NLa-C99Bs86u2Q,1.985024252,0.734818665,29.2677165,-94.8368791,29.26785698,-94.83658899,"[2021, 4]",10,Y,674.617981,7261.527513,1.985024252,6.768546759,10,Y,4.731453241,3.231453241,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,138321.8599,191736.8591,237564.383,219119.3872,219871.7203,222087.9143,222771.8179
1105,12413,83_29.2903336_-94.8260968_0_223.22.jpg,bJ76SYOlUJZm5YOiqtttHQ,1.120166029,0.627265346,29.2903336,-94.8260968,29.29024341,-94.82621269,"[2021, 4]",12,Y,550.3099976,5923.487516,1.120166029,3.931085397,12,Y,9.568914603,8.068914603,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,136648.4276,189417.2067,234690.3044,216468.4581,217211.6894,219622.1276,220365.9737
