,Unnamed: 0,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m.1,FFE_gsv_ft,STATIC_BFE.1,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
57,6710,5619,20513_29.2737277_-94.837435_0_77.63.jpg,0Mp1A9nM6a3hANp18sV2gQ,1.217418972,0.430630582,29.2737277,-94.837435,29.27375207,-94.83725074,"[2020, 3]",11,Y,350.2900085,3770.490271,1.217418972,3.994156732,11,Y,8.505843268,7.005843268,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82972.81795,119831.5301,121413.2108,136945.038,137415.2305,Y
155,5044,6292,2228_29.2733677_-94.8362491_0_305.09.jpg,vgmoqseys6dYPJIEJsozFQ,1.894422742,0.632372229,29.2733677,-94.8362491,29.27376982,-94.83710705,"[2021, 4]",11,Y,350.2900085,3770.490271,1.894422742,6.21529771,11,Y,6.28470229,4.78470229,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76214.90584,110071.5754,111524.4324,125791.2342,126223.1308,Y
573,2917,5950,2114_29.2753545_-94.8351851_0_49.20.jpg,SofxVXWptWg8850kRM3LwA,3.76225939,0.429057459,29.2753545,-94.8351851,29.27544229,-94.83505061,"[2017, 5]",11,N,349.5929871,3762.987595,3.76225939,12.3433707,11,Y,0.156629298,-1.343370702,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,63970.78912,92388.29937,93607.75127,105582.5554,105945.0667,Y
574,3051,5951,2115_29.2752736_-94.8351409_0_34.39.jpg,On21eCaJSGePfxIx927WPg,3.561417114,0.432974117,29.27527359,-94.83514093,29.27544125,-94.83505729,"[2017, 5]",11,N,349.5929871,3762.987595,3.561417114,11.68443935,11,Y,0.81556065,-0.68443935,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,63970.78912,92388.29937,93607.75127,105582.5554,105945.0667,Y
226,1292,9453,3045_29.2537281_-94.8670713_0_318.75.jpg,1PTTaJbRRHZ8y5QLFfsNug,1.892363006,0.822381997,29.2537281,-94.8670713,29.25381549,-94.86714602,"[2020, 2]",10,Y,349.1839905,3758.585193,1.892363006,6.208540046,10,Y,5.291459954,3.791459954,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,73174.37276,105680.3574,107075.2539,120772.8929,121187.5593,Y
237,4292,4703,18833_29.2799317_-94.8315071_0_344.49.jpg,W8kkkTJQp9mpdpDMm0NrZw,2.227396718,0.386373364,29.2799317,-94.8315071,29.28003734,-94.83156393,"[2016, 6]",11,Y,348.848999,3754.979374,2.227396718,7.307732014,11,Y,5.192267986,3.692267986,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72824.82469,105175.5309,106563.764,120195.9706,120608.6561,Y
84,8758,1288,12574_29.2972282_-94.8105369_0_12.49.jpg,zyCFeC5jEloReP0JCAbsww,1.674679637,0.4413445,29.2972282,-94.8105369,29.29735642,-94.81053797,"[2020, 2]",12,Y,348.4719849,3750.921228,1.674679637,5.494355764,12,Y,8.005644236,6.505644236,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,80665.97749,116499.9303,118037.6366,133137.6422,133594.7622,Y
70,6608,704,11586_29.3039495_-94.7796329_0_284.35.jpg,gCkDIiNZMZ4VMJEpVb1DQA,1.278537575,0.695420706,29.30394947,-94.77963289,29.30400325,-94.77976163,"[2019, 10]",11,Y,348.4599915,3750.792132,1.278537575,4.194677083,11,Y,8.305322917,6.805322917,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,81787.23364,118119.278,119678.3583,134988.2539,135451.7279,Y
91,6378,10736,5470_29.3041245_-94.7796865_0_224.23.jpg,Hwm0w8iWYohfZMnKR1yvcg,1.410818664,0.678650291,29.30412449,-94.77968646,29.30404987,-94.77977495,"[2019, 10]",11,Y,348.4599915,3750.792132,1.410818664,4.628670157,11,Y,7.871329843,6.371329843,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,80280.06958,115942.592,117472.9418,132500.7087,132955.6418,Y
297,854,5886,2101_29.2759971_-94.8238535_0_163.88.jpg,Wnq6ahRAXqAZ04a_Rv7xbw,2.129620791,0.720123559,29.2759971,-94.8238535,29.27588233,-94.82382076,"[2017, 5]",10,Y,348.428009,3750.447876,2.129620791,6.986944852,10,Y,4.513055148,3.013055148,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,70826.42564,102289.3903,103639.5287,116897.6514,117299.0124,Y
87,6501,7880,2532_29.2671968_-94.8439912_0_152.11.jpg,VyWJBm0VbyX18VS02iejaw,1.34206405,0.680788242,29.2671968,-94.8439912,29.26705494,-94.84386743,"[2017, 3]",11,Y,346.7139893,3731.998321,1.34206405,4.403097277,11,Y,8.096902723,6.596902723,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,80599.6047,116404.073,117940.514,133028.0952,133484.8391,Y
139,1915,6195,21988_29.2612846_-94.8442185_0_322.85.jpg,8nVg5BQVUqb98YySvuXOYg,1.363536233,0.778658794,29.2612846,-94.8442185,29.26140458,-94.84432277,"[2020, 3]",10,Y,345.1340027,3714.991487,1.363536233,4.473544072,10,Y,7.026455928,5.526455928,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,77159.78601,111436.1962,112907.0652,127350.7407,127787.9918,Y
131,5978,229,10467_29.3163159_-94.7698192_0_107.51.jpg,TsWditjPhJMo_yQjSIYSDw,1.583963079,0.701980335,29.3163159,-94.7698192,29.31626401,-94.76960353,"[2021, 4]",11,Y,344.9289856,3712.784701,1.583963079,5.196729262,11,Y,7.303270738,5.803270738,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,77884.76677,112483.2325,113967.9215,128547.3075,128988.6669,Y
143,5669,10307,4866_29.3075228_-94.7758286_0_73.66.jpg,S7z2YucZCowW7vBpEwkVDg,1.685216185,0.614814435,29.3075228,-94.7758286,29.30759145,-94.77568288,"[2019, 9]",11,Y,344.5119934,3708.296234,1.685216185,5.528924491,11,Y,6.971075509,5.471075509,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76866.70143,111012.9157,112478.1977,126867.0103,127302.6004,Y
613,3204,371,10834_29.307608_-94.7758557_0_44.22.jpg,mbySkVNPkR5QLD61FKobvQ,3.347265493,0.609631539,29.30760802,-94.7758557,29.30769453,-94.77574664,"[2019, 9]",11,Y,344.5119934,3708.296234,3.347265493,10.98184217,11,Y,1.518157831,0.018157831,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,63041.03599,91045.52539,92247.25374,104048.0157,104405.2583,Y
103,2213,6421,22506_29.259931_-94.8417873_0_135.41.jpg,ExQFPkgzVyUJ-e7yAxKtUw,1.103028859,0.746890893,29.259931,-94.8417873,29.25976626,-94.84163403,"[2020, 3]",10,Y,343.9249878,3701.977759,1.103028859,3.618861086,10,Y,7.881138914,6.381138914,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79262.50599,114472.9998,115983.9522,130821.2396,131270.4063,Y
115,2158,9224,2893_29.2598899_-94.8418877_0_125.74.jpg,dgpKHNHdE9pSSxxOLEMGdg,1.16455373,0.74330383,29.2598899,-94.8418877,29.25973526,-94.84160026,"[2020, 3]",10,Y,343.9249878,3701.977759,1.16455373,3.820714337,10,Y,7.679285663,6.179285663,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78702.06381,113663.5945,115163.8633,129896.2405,130342.2314,Y
106,8736,11870,7011_29.2951987_-94.8109063_0_313.56.jpg,FKhj4nt94RiGmY2imGNiKg,1.709897652,0.74967459,29.2951987,-94.8109063,29.29534622,-94.81113243,"[2021, 4]",12,Y,343.3599854,3695.896124,1.709897652,5.609900433,12,Y,7.890099567,6.390099567,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79157.13122,114320.8148,115829.7584,130647.3205,131095.8902,Y
118,6315,5224,1980_29.2771875_-94.8399982_0_259.12.jpg,jJ7Eef5HRFlPDDDZv6Rr4g,1.435632425,0.626770972,29.2771875,-94.8399982,29.27712317,-94.84023194,"[2019, 10]",11,Y,342.1589966,3682.968788,1.435632425,4.710080135,11,Y,7.789919865,6.289919865,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78603.54,113521.3038,115019.6945,129733.6289,130179.0614,Y
140,9913,1976,13674_29.2929122_-94.8628046_0_138.43.jpg,HLGYEuXDirUz6b5JvF7MvA,2.20815059,0.535216895,29.2929122,-94.8628046,29.29280819,-94.86273872,"[2019, 8]",13,Y,341.7489929,3678.555545,2.20815059,7.24458855,13,Y,7.25541145,5.75541145,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,77034.68645,111255.5241,112724.0084,127144.2663,127580.8084,Y
151,1945,5022,1943_29.278011_-94.8215062_0_133.54.jpg,Vj8rgq8r7Mo01plHswzWpw,1.337354092,0.949424243,29.278011,-94.8215062,29.27794377,-94.82144542,"[2021, 4]",10,Y,341.5969849,3676.919344,1.337354092,4.387644659,10,Y,7.112355341,5.612355341,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76605.91754,110636.2848,112096.5955,126436.5915,126870.7038,Y
260,4465,922,11977_29.3001449_-94.7876719_0_342.30.jpg,#NAME?,2.143381963,0.735507649,29.30014493,-94.78767187,29.30027224,-94.78772444,"[2019, 10]",11,Y,341.493988,3675.810695,2.143381963,7.032093054,11,Y,5.467906946,3.967906946,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72049.30889,104055.5105,105428.9603,118915.9967,119324.2875,Y
261,4466,11096,5961_29.3001449_-94.7876719_0_342.30.jpg,#NAME?,2.143381963,0.735507649,29.3001449,-94.7876719,29.30027221,-94.78772447,"[2019, 10]",11,Y,341.493988,3675.810695,2.143381963,7.032093054,11,Y,5.467906946,3.967906946,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72049.30889,104055.5105,105428.9603,118915.9967,119324.2875,Y
117,6383,6039,21714_29.2645403_-94.8476362_0_269.27.jpg,U-UDRZWduzNYw1tg6zZJKw,1.40684816,0.795611466,29.2645403,-94.8476362,29.2645163,-94.84783676,"[2021, 4]",11,Y,341.3250122,3673.991854,1.40684816,4.61564357,11,Y,7.88435643,6.38435643,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78672.16972,113620.4206,115120.1196,129846.9009,130292.7223,Y
104,6497,6157,21920_29.2620273_-94.8459521_0_83.30.jpg,Q8W4pWm36lmEOeviz_Lb5w,1.342983901,0.819353694,29.2620273,-94.8459521,29.26210178,-94.84565765,"[2021, 4]",11,Y,341.0010071,3670.504292,1.342983901,4.406115161,11,Y,8.093884839,6.593884839,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79260.44699,114470.0262,115980.9393,130817.8412,131266.9963,Y
18,7388,10050,4386_29.323373_-94.7733582_0_129.52.jpg,gYTTTV9P-7UzcdOjgGAg6Q,0.67149916,0.742734388,29.323373,-94.7733582,29.32319344,-94.77318363,"[2019, 9]",11,Y,340.3269958,3663.249295,0.67149916,2.203081234,11,Y,10.29691877,8.796918766,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,87174.0459,125899.0542,127560.8214,143879.0838,144373.0839,Y
110,6495,10057,4394_29.3229075_-94.7734725_0_67.65.jpg,DNs6GJJ_YU49CUdxduEmyw,1.346596492,0.781089678,29.3229075,-94.7734725,29.32298369,-94.77327187,"[2019, 9]",11,Y,340.3269958,3663.249295,1.346596492,4.417967493,11,Y,8.082032507,6.582032507,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79060.36537,114181.063,115688.162,130487.6104,130935.6316,Y
347,929,5768,20771_29.2717964_-94.8367116_0_332.70.jpg,8sz3gR8vfTyFmYLWm4FXEw,2.086346132,0.659400739,29.2717964,-94.8367116,29.27191718,-94.8368053,"[2019, 9]",10,Y,340.2999878,3662.958583,2.086346132,6.844967625,10,Y,4.655032375,3.155032375,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,69564.25114,100466.5246,101792.6026,114814.4567,115208.6652,Y
60,2329,8567,2734_29.262193_-94.8439983_0_170.15.jpg,wD9jPERliMcs-Dj_iWFU6Q,0.7409777,0.75212226,29.262193,-94.8439983,29.26173322,-94.84394854,"[2020, 3]",10,Y,340.0700073,3660.483094,0.7409777,2.431029199,10,Y,9.068970801,7.568970801,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,82613.33606,119312.3569,120887.1849,136351.7201,136819.8754,Y
165,1901,6003,21654_29.2654541_-94.841872_0_79.72.jpg,DQgHrBmNYpOMaHmPRACiLw,1.381892812,0.65498611,29.2654541,-94.841872,29.26550751,-94.84161142,"[2021, 4]",10,Y,339.651001,3655.972948,1.381892812,4.533769068,10,Y,6.966230932,5.466230932,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75768.84457,109427.3619,110871.7159,125055.0187,125484.3875,Y
108,6537,6085,21799_29.2632756_-94.8479228_0_314.78.jpg,Sd7drABw5QO8_8MAirjBAg,1.320460991,0.844791313,29.2632756,-94.8479228,29.26338838,-94.84807818,"[2021, 4]",11,Y,339.2349854,3651.494993,1.320460991,4.332221099,11,Y,8.167778901,6.667778901,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79119.78617,114266.8801,115775.1118,130585.6832,131034.0412,Y
183,1831,5870,20983_29.2707884_-94.8223517_0_85.95.jpg,dqOaP742x7fQQu2Jluw2Ww,1.454445598,0.744785717,29.2707884,-94.8223517,29.27080078,-94.82219801,"[2019, 8]",10,Y,339.1799927,3650.903057,1.454445598,4.771803143,10,Y,6.728196857,5.228196857,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75011.99323,108334.2973,109764.2236,123805.8501,124230.93,Y
684,10402,6466,22564_29.2586885_-94.8736586_0_231.07.jpg,Sb0jjKUKQFjKDdYsWHlCnQ,4.534666012,0.331381953,29.2586885,-94.8736586,29.25852396,-94.87391205,"[2020, 2]",14,N,338.9639893,3648.578015,4.534666012,14.87751316,14,Y,0.622486837,-0.877513163,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,62025.82626,89579.33275,90761.70853,102372.4316,102723.9212,Y
78,6894,10049,4379_29.3242539_-94.7732071_0_113.45.jpg,eOpb3fJBILud3jRZmnjZ2A,1.133467732,0.711348658,29.3242539,-94.7732071,29.32417713,-94.77302301,"[2019, 9]",11,Y,338.2390137,3640.774443,1.133467732,3.718726155,11,Y,8.781273845,7.281273845,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,81121.09237,117157.2193,118703.6011,133888.8006,134348.4996,Y
112,2279,1252,1250_29.2832716_-94.8230999_0_335.24.jpg,gjphsN2XX88YvNr36wehow,0.995968448,0.795657393,29.2832716,-94.8230999,29.28364195,-94.8232352,"[2019, 8]",10,Y,337.3670044,3631.388213,0.995968448,3.267613018,10,Y,8.232386982,6.732386982,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78918.73392,113976.5151,115480.9143,130253.8504,130701.0691,Y
167,1963,3266,16011_29.2875898_-94.8052906_0_223.09.jpg,QKEltArs7RFQDiSDqw1itg,1.322956605,0.839300587,29.28758985,-94.80529058,29.28731769,-94.80549977,"[2020, 2]",10,Y,336.8999939,3626.361354,1.322956605,4.340408809,10,Y,7.159591191,5.659591191,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75681.04959,109300.5661,110743.2464,124910.1147,125338.986,Y
168,1964,3277,16023_29.2875898_-94.8052906_0_223.09.jpg,QKEltArs7RFQDiSDqw1itg,1.322956605,0.839300587,29.28758985,-94.80529058,29.28731769,-94.80549977,"[2020, 2]",10,Y,336.8999939,3626.361354,1.322956605,4.340408809,10,Y,7.159591191,5.659591191,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75681.04959,109300.5661,110743.2464,124910.1147,125338.986,Y
646,350,3350,16144_29.2873227_-94.8052006_0_253.39.jpg,EHK38JemMhrOSJd0nacfPg,2.809065862,0.831229713,29.2873227,-94.8052006,29.2872877,-94.80531218,"[2020, 2]",10,Y,336.8999939,3626.361354,2.809065862,9.216095348,10,Y,2.283904652,0.783904652,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,62420.29866,90149.04018,91338.93564,103023.5007,103377.2257,Y
202,1790,6619,2294_29.2734353_-94.8230327_0_88.05.jpg,VNMQ0118_AQlOFRYED6qsA,1.485736732,0.780458539,29.2734353,-94.8230327,29.27342632,-94.8228747,"[2019, 8]",10,Y,336.0209961,3616.8999,1.485736732,4.874464344,10,Y,6.625535656,5.125535656,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,74034.87289,106923.1144,108334.4142,122193.1318,122612.6745,Y
250,4871,4156,17848_29.2827432_-94.8299942_0_247.50.jpg,SwjPke-yDbq96CD-PqerDQ,1.96480961,0.388731105,29.2827432,-94.8299942,29.28265574,-94.83021849,"[2016, 6]",11,Y,335.8850098,3615.436156,1.96480961,6.446225755,11,Y,6.053774245,4.553774245,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72454.53613,104640.7504,106021.9248,119584.8164,119995.4036,Y
191,8496,3226,15941_29.2874257_-94.8374823_0_259.84.jpg,YlTETTiKf7j2dV3i9hKoug,2.021658771,0.399179486,29.2874257,-94.8374823,29.28737913,-94.83761902,"[2021, 4]",12,Y,335.6539917,3612.949498,2.021658771,6.63273875,12,Y,6.86726125,5.36726125,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,74609.01828,107752.3102,109174.5548,123140.7477,123563.544,Y
254,4897,4051,1762_29.2791821_-94.8406027_0_155.18.jpg,qbgF85M4oo_djDJFMZgx3g,1.955339495,0.681648364,29.2791821,-94.8406027,29.27909419,-94.8405534,"[2020, 3]",11,Y,334.9580078,3605.457989,1.955339495,6.415155823,11,Y,6.084844177,4.584844177,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72338.58637,104473.2927,105852.2568,119393.4436,119803.3737,Y
101,6750,6028,21704_29.2650192_-94.8468917_0_188.44.jpg,Pc9JtHm4Njew1eHWOeh4pg,1.197149388,0.798284995,29.2650192,-94.8468917,29.26488557,-94.84693799,"[2021, 4]",11,Y,334.6809998,3602.4763,1.197149388,3.927655472,11,Y,8.572344528,7.072344528,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,79515.09805,114837.7999,116353.5673,131238.1379,131688.736,Y
690,349,12601,8699_29.2876386_-94.8003279_0_237.63.jpg,e1DEy2pFiLlHo0SXocS0ww,2.810378265,0.861039522,29.2876386,-94.8003279,29.2875348,-94.80055843,"[2019, 10]",10,Y,334.3640137,3599.06429,2.810378265,9.220401132,10,Y,2.279598868,0.779598868,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,61938.81366,89453.66685,90634.38394,102228.819,102579.8154,Y
156,2119,7872,2531_29.2670703_-94.8399188_0_273.92.jpg,1LWxCYrlcBzUBympmj2p6Q,1.198505355,0.736379834,29.2670703,-94.8399188,29.26704768,-94.84008188,"[2020, 3]",10,Y,334.2609863,3597.955312,1.198505355,3.932104183,10,Y,7.567895817,6.067895817,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76190.02056,110035.6354,111488.0181,125750.1615,126181.9171,Y
113,2300,6610,2291_29.2726581_-94.8227695_0_88.22.jpg,WanibJtG92cH-xVR3ooUkg,0.93659425,0.727074298,29.2726581,-94.8227695,29.27261424,-94.8224854,"[2019, 8]",10,Y,334.1159973,3596.394664,0.93659425,3.072815781,10,Y,8.427184219,6.927184219,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78858.80832,113889.969,115393.2258,130154.9443,130601.8234,Y
166,2062,3092,15705_29.2883533_-94.7980811_0_283.53.jpg,yZCmqkl8mwOotk4spw0YdQ,1.249411436,0.872620065,29.28835327,-94.79808115,29.28841384,-94.79833705,"[2020, 3]",10,Y,334.1090088,3596.31944,1.249411436,4.099118885,10,Y,7.400881115,5.900881115,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,75704.90079,109335.0127,110778.1477,124949.4807,125378.4871,Y
54,7235,5817,20871_29.2711591_-94.8403428_0_6.12.jpg,viRmQkd5HKp7aS0-jkS3Mg,0.862301122,0.638557317,29.2711591,-94.8403428,29.27152509,-94.84033597,"[2020, 3]",11,Y,334.0299988,3595.468984,0.862301122,2.829071923,11,Y,9.670928077,8.170928077,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,83310.35322,120319.0075,121907.1224,137502.1335,137974.2387,Y
190,5777,4721,18864_29.2798367_-94.8316955_0_307.95.jpg,44dcvqHtUKLmO6VywygT3Q,1.644027413,0.423282594,29.27983673,-94.83169554,29.27992183,-94.83186166,"[2016, 6]",11,Y,332.7720032,3581.928032,1.644027413,5.393790725,11,Y,7.106209275,5.606209275,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,74610.33214,107754.2078,109176.4774,123142.9162,123565.7199,Y
219,1816,3291,16049_29.2878108_-94.8058247_0_164.09.jpg,R0K9_YzBLLZ7ckV6LKR5CA,1.461342843,0.825411318,29.2878108,-94.8058247,29.28767759,-94.80577989,"[2021, 4]",10,Y,332.5780029,3579.83983,1.461342843,4.7944319,10,Y,6.7055681,5.2055681,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,73491.16219,106137.873,107538.8083,121295.7478,121712.2093,Y
200,5676,11803,6923_29.2962017_-94.806467_0_133.52.jpg,0Xp_KZkKju6Yx1lSMmcm4w,1.683713326,0.775244177,29.2962017,-94.806467,29.29602872,-94.80630147,"[2021, 4]",11,Y,331.928009,3572.843354,1.683713326,5.523993852,11,Y,6.976006148,5.476006148,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,74072.20488,106977.0302,108389.0417,122254.7476,122674.5018,Y
244,5155,11802,6922_29.2962278_-94.8063669_0_163.59.jpg,Kn6Ye83ayOeVItLSwLZIbA,1.8520473,0.758922644,29.2962278,-94.8063669,29.29606018,-94.80627502,"[2021, 4]",11,Y,331.928009,3572.843354,1.8520473,6.076270669,11,Y,6.423729331,4.923729331,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72592.30597,104839.7212,106223.5219,119812.2029,120223.5708,Y
660,7988,10253,4778_29.3083677_-94.7789245_0_133.38.jpg,xBHV-V0Z4qBssdnN8jgWLQ,3.313968814,0.635008187,29.3083677,-94.7789245,29.30825883,-94.77878111,"[2016, 9]",12,Y,331.0840149,3563.758677,3.313968814,10.8726011,12,Y,2.627398904,1.127398904,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,62260.82122,89918.71867,91105.57407,102760.2863,103113.1075,Y
127,6655,6173,21957_29.2620797_-94.844277_0_124.97.jpg,mjidB8hbfScwvioHSY7eLQ,1.243835566,0.730688467,29.2620797,-94.844277,29.26199103,-94.844071,"[2020, 3]",11,Y,330.730011,3559.948211,1.243835566,4.080825348,11,Y,8.419174652,6.919174652,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,78031.12658,112694.6092,114182.0882,128788.8716,129231.0603,Y
186,6055,4945,19269_29.2786255_-94.8407645_0_94.02.jpg,iaB0R-eJxMPtCvm3pfZNjA,1.554261211,0.726340258,29.27862552,-94.84076448,29.27858972,-94.84044808,"[2019, 10]",11,Y,330.7290039,3559.93737,1.554261211,5.099282188,11,Y,7.400717812,5.900717812,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,74938.59817,108228.2982,109656.8255,123684.713,124109.3769,Y
249,1773,3169,1584_29.2808192_-94.8228997_0_253.78.jpg,5UYchrEOJBb7ewWxdrm1iA,1.506848939,0.839363374,29.2808192,-94.8228997,29.28078445,-94.82302141,"[2021, 4]",10,Y,329.7479858,3549.377779,1.506848939,4.943730115,10,Y,6.556269885,5.056269885,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,72468.36456,104660.7217,106042.1598,119607.64,120018.3055,Y
448,8143,1539,12969_29.2961186_-94.8147191_0_178.16.jpg,7I1ByMb8fKUCLTBC13bP0Q,2.732132908,0.58154459,29.2961186,-94.8147191,29.29589184,-94.81473241,"[2020, 2]",12,Y,328.9559937,3540.852847,2.732132908,8.963690643,12,Y,4.536309357,3.036309357,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,66930.02206,96662.10155,97937.96423,110466.7124,110845.9931,Y
295,1625,3248,15983_29.2872613_-94.8007067_0_313.47.jpg,ZE6GOhsbo7zDNuUIu2xBKQ,1.662805242,0.895273987,29.28726127,-94.80070666,29.28743074,-94.8009922,"[2021, 4]",10,Y,328.9530029,3540.820655,1.662805242,5.455397776,10,Y,6.044602224,4.544602224,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,70934.85945,102445.9932,103798.1987,117076.6193,117478.5948,Y
296,1626,12608,8710_29.2872613_-94.8007067_0_313.47.jpg,ZE6GOhsbo7zDNuUIu2xBKQ,1.662805242,0.895273987,29.2872613,-94.8007067,29.28743077,-94.80099224,"[2021, 4]",10,Y,328.9530029,3540.820655,1.662805242,5.455397776,10,Y,6.044602224,4.544602224,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,70934.85945,102445.9932,103798.1987,117076.6193,117478.5948,Y
520,658,2407,14507_29.2918667_-94.7976875_0_162.25.jpg,wwPor2lnkL0ISbp79iPN-g,2.327349606,0.814702525,29.2918667,-94.7976875,29.29166484,-94.79765142,"[2019, 10]",10,Y,328.9519958,3540.809814,2.327349606,7.635661437,10,Y,3.864338563,2.364338563,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,65144.71805,94083.71846,95325.54854,107520.1025,107889.2662,Y
50,7377,756,11686_29.3028718_-94.7829892_0_88.43.jpg,wXE13eLw5PTPCNmKoECnBw,0.69077094,0.720052342,29.3028718,-94.7829892,29.30289555,-94.78281974,"[2019, 10]",11,Y,328.9020081,3540.271751,0.69077094,2.266308858,11,Y,10.23369114,8.733691142,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,84023.7163,121349.2652,122950.9788,138679.5255,139155.6732,Y
77,2343,6337,22374_29.2607002_-94.8436233_0_304.89.jpg,hwy-qOIyzKiv2Tbzv27-Pg,0.617326157,0.817697254,29.2607002,-94.8436233,29.26079978,-94.84380664,"[2020, 3]",10,Y,328.2210083,3532.94153,0.617326157,2.025348284,10,Y,9.474651716,7.974651716,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,81168.10119,117225.1106,118772.3886,133966.3877,134426.3532,Y
152,6527,7842,2526_29.2672283_-94.8469708_0_230.07.jpg,OSpkphyLs6KkJe2PlKwESg,1.325112743,0.74250664,29.2672283,-94.8469708,29.2671411,-94.84714608,"[2021, 4]",11,Y,328.1749878,3532.44617,1.325112743,4.347482753,11,Y,8.152517247,6.652517247,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,76486.35161,110463.6045,111921.636,126239.2502,126672.685,Y
